vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
1.31,3.19604892e-05,0.000203587463,1.06250576e-06,5.52246273e-14,1.0304178,6.369973304413626,3.19604892e-06,191.6106911269827,586730099.8152385
1.32,3.40291356e-05,0.000210132541,1.13818363e-06,5.54307143e-14,1.0304178,6.175077247627765,3.40291356e-06,184.620948203235,603341180.5521396
1.33,3.61629559e-05,0.000216622379,1.2173377e-06,5.56261096e-14,1.0304178,5.990173469199181,3.61629559e-06,177.94764673763083,619790286.4336928
1.34,3.83614021e-05,0.000223057872,1.30006316e-06,5.58114075e-14,1.0304178,5.8146433599724965,3.8361402099999995e-06,171.57464257351927,636084351.1133324
1.35,4.06239354e-05,0.000229439972,1.38646018e-06,5.59871786e-14,1.0304178,5.647901163214237,4.06239354e-06,165.48616059063448,652229789.030056
1.36,4.29500267e-05,0.000235769636,1.47663422e-06,5.61539687e-14,1.0304178,5.489394398909652,4.29500267e-06,159.666918730896,668232430.7449507
1.37,4.53391564e-05,0.000242047801,1.57069639e-06,5.63122995e-14,1.0304178,5.338603984259398,4.53391564e-06,154.10222022602343,684097512.1904479
1.38,4.7790814e-05,0.000248275352,1.66876372e-06,5.64626678e-14,1.0304178,5.195043382186376,4.7790814e-06,148.7780139419618,699829658.3974073
1.39,5.03044975e-05,0.000254453111,1.77095962e-06,5.66055462e-14,1.0304178,5.05825768361964,5.03044975e-06,143.68092198511,715432905.7734759
1.4,5.28797128e-05,0.000260581826,1.87741422e-06,5.67413837e-14,1.0304178,4.9278222630588875,5.28797128e-06,138.79825944857285,730910721.3015
1.41,5.55159728e-05,0.000266662158,1.9882648e-06,5.68706056e-14,1.0304178,4.803341174632178,5.55159728e-06,134.1180299525496,746266021.4972637
1.42,5.82127966e-05,0.000272694688,2.1036563e-06,5.69936147e-14,1.0304178,4.684445756382026,5.82127966e-06,129.62891704315004,761501227.4366615
1.43,6.09697088e-05,0.000278679905,2.2237418e-06,5.71107919e-14,1.0304178,4.57079278357977,6.0969708800000005e-06,125.32026200164066,776618270.3050525
1.44,6.37862384e-05,0.000284618218,2.34868307e-06,5.7222497e-14,1.0304178,4.462063058416687,6.37862384e-06,121.18204522162286,791618658.1076086
